segment	mapped_start	mapped_stop	0_x	0_y
PA	1941	1981	3	3.0
PA	1949	1984	3	3.0
PA	1968	2017	3	3.0
PA	2006	2046	3	3.0
PA	2010	2060	3	3.0
PA	2015	2059	3	3.0
PA	2022	2065	3	3.0
PB1	38	2047	3	3.0
PB1	46	80	3	3.0
PB1	46	97	3	3.0
PB1	46	141	3	3.0
PB1	47	2098	3	3.0
PB1	55	90	3	3.0
PB1	86	2101	3	3.0
PB1	87	2133	3	3.0
PB1	87	2154	3	3.0
PB1	130	2084	3	3.0
PB1	133	2101	3	3.0
PB1	154	2133	3	3.0
PB1	155	2009	3	3.0
PB1	156	2121	3	3.0
PB1	157	2007	3	3.0
PB1	157	2009	3	3.0
PB1	163	2005	3	3.0
PB1	179	2036	3	3.0
PB1	180	2102	3	3.0
PB1	182	2016	3	3.0
PB1	191	2042	3	3.0
PB1	192	2009	3	3.0
PB1	214	2121	3	3.0
PB1	223	2036	3	3.0
PB1	234	1964	3	3.0
PB1	234	2101	3	3.0
PB1	235	1952	3	3.0
PB1	235	1987	3	3.0
PB1	236	2005	3	3.0
PB1	236	2047	3	3.0
PB1	238	2036	3	3.0
PB1	248	1955	3	3.0
PB1	260	1890	3	3.0
PB1	260	1988	3	3.0
PB1	261	1920	3	3.0
PB1	261	2006	3	3.0
PB1	261	2008	3	3.0
PB1	282	1892	3	3.0
PB1	289	1890	3	3.0
PB1	292	1989	3	3.0
PB1	320	1893	3	3.0
PB1	325	1892	3	3.0
PB1	340	1892	3	3.0
PB1	340	1979	3	3.0
PB1	348	1895	3	3.0
PB1	381	1890	3	3.0
PB1	397	1855	3	3.0
PB1	457	1893	3	3.0
PB1	480	1519	3	3.0
PB1	542	1813	3	3.0
PB1	546	1811	3	3.0
PB1	552	1692	3	3.0
PB1	552	1812	3	3.0
PB1	555	1715	3	3.0
PB1	559	1795	3	3.0
PB1	1810	1920	3	3.0
PB1	1964	1992	3	3.0
PB1	1986	2042	3	3.0
PB1	2003	2037	3	3.0
PB1	2066	2102	3	3.0
PB1	2090	2132	3	3.0
PB1	2100	2123	3	3.0
PB1	2100	2132	3	3.0
PB1	2100	2153	3	3.0
PB1	2119	2144	3	3.0
PB1	2133	2155	3	3.0
PB1	2200	2249	3	3.0
PB2	139	2123	3	3.0
PB2	167	2052	3	3.0
PB2	171	2072	3	3.0
PB2	172	2000	3	3.0
PB2	172	2039	3	3.0
PB2	172	2133	3	3.0
PB2	173	203	3	3.0
PB2	176	2122	3	3.0
PB2	178	2102	3	3.0
PB2	179	2015	3	3.0
PB2	181	2138	3	3.0
PB2	187	2119	3	3.0
PB2	190	2056	3	3.0
PB2	190	2100	3	3.0
PB2	191	1969	3	3.0
PB2	204	2066	3	3.0
PB2	206	2015	3	3.0
PB2	213	2020	3	3.0
PB2	218	2173	3	3.0
PB2	222	2059	3	3.0
PB2	225	1936	3	3.0
PB2	225	2057	3	3.0
PB2	226	1978	3	3.0
PB2	240	2000	3	3.0
PB2	241	2042	3	3.0
PB2	257	2106	3	3.0
PB2	258	1969	3	3.0
PB2	259	2000	3	3.0
PB2	266	2024	3	3.0
PB2	275	2070	3	3.0
PB2	277	1973	3	3.0
PB2	287	2023	3	3.0
PB2	288	1935	3	3.0
PB2	289	2053	3	3.0
PB2	296	1974	3	3.0
PB2	316	1877	3	3.0
PB2	318	2006	3	3.0
PB2	319	1875	3	3.0
PB2	319	1974	3	3.0
PB2	319	2014	3	3.0
PB2	322	2014	3	3.0
PB2	328	1969	3	3.0
PB2	333	1776	3	3.0
PB2	333	2000	3	3.0
PB2	341	1975	3	3.0
PB2	358	1959	3	3.0
PB2	359	1873	3	3.0
PB2	372	1843	3	3.0
PB2	379	1920	3	3.0
PB2	385	1813	3	3.0
PB2	385	1923	3	3.0
PB2	470	1878	3	3.0
PB2	512	1759	3	3.0
PB2	516	1697	3	3.0
PB2	538	1741	3	3.0
PB2	586	1677	3	3.0
PB2	630	1636	3	3.0
PB2	648	1615	3	3.0
PB2	648	1620	3	3.0
PB2	654	1673	3	3.0
PB2	660	1563	3	3.0
PB2	660	1655	3	3.0
PB2	661	1719	3	3.0
PB2	662	1662	3	3.0
PB2	1035	1957	3	3.0
PB2	1885	1989	3	3.0
PB2	2084	2118	3	3.0
PB2	2116	2152	3	3.0
NP	631	998	3	2.0
PB2	244	2165	3	2.0
PB2	123	2154	3	1.0
NP	712	761	3	
HA	61	155	2	2.0
HA	61	1536	2	2.0
HA	62	1487	2	2.0
HA	89	1549	2	2.0
HA	95	1511	2	2.0
HA	107	1312	2	2.0
HA	122	1520	2	2.0
HA	123	1508	2	2.0
HA	134	1510	2	2.0
HA	151	1507	2	2.0
HA	152	1487	2	2.0
HA	170	195	2	2.0
HA	171	1471	2	2.0
HA	174	1540	2	2.0
HA	179	1394	2	2.0
HA	180	1548	2	2.0
HA	186	1395	2	2.0
HA	186	1512	2	2.0
HA	187	1385	2	2.0
HA	187	1488	2	2.0
HA	187	1491	2	2.0
HA	188	1507	2	2.0
HA	191	1534	2	2.0
HA	192	1399	2	2.0
HA	194	1452	2	2.0
HA	194	1474	2	2.0
HA	194	1557	2	2.0
HA	195	1404	2	2.0
HA	195	1431	2	2.0
HA	202	1390	2	2.0
HA	229	1389	2	2.0
HA	230	276	2	2.0
HA	230	1259	2	2.0
HA	230	1395	2	2.0
HA	235	1041	2	2.0
HA	250	1262	2	2.0
HA	256	1307	2	2.0
HA	256	1400	2	2.0
HA	258	1537	2	2.0
HA	270	1726	2	2.0
HA	274	1362	2	2.0
HA	276	1407	2	2.0
HA	281	1335	2	2.0
HA	331	1216	2	2.0
HA	346	574	2	2.0
HA	363	1173	2	2.0
HA	365	1719	2	2.0
HA	376	403	2	2.0
HA	379	1538	2	2.0
HA	820	1016	2	2.0
HA	825	1556	2	2.0
HA	1069	1143	2	2.0
HA	1105	1475	2	2.0
HA	1158	1449	2	2.0
HA	1178	1338	2	2.0
HA	1232	1393	2	2.0
HA	1244	1381	2	2.0
HA	1371	1398	2	2.0
HA	1483	1507	2	2.0
HA	1492	1544	2	2.0
HA	1507	1537	2	2.0
M	60	727	2	2.0
M	61	377	2	2.0
M	93	941	2	2.0
M	111	829	2	2.0
M	121	853	2	2.0
M	139	487	2	2.0
M	139	769	2	2.0
M	144	730	2	2.0
M	164	714	2	2.0
M	177	536	2	2.0
M	247	464	2	2.0
M	250	767	2	2.0
M	284	817	2	2.0
M	288	432	2	2.0
M	290	434	2	2.0
M	290	596	2	2.0
M	293	743	2	2.0
M	304	478	2	2.0
M	306	595	2	2.0
M	317	382	2	2.0
M	346	641	2	2.0
M	392	467	2	2.0
M	411	760	2	2.0
M	460	571	2	2.0
M	491	606	2	2.0
M	495	841	2	2.0
M	522	664	2	2.0
M	554	677	2	2.0
M	564	655	2	2.0
M	571	623	2	2.0
M	623	672	2	2.0
M	639	719	2	2.0
M	659	741	2	2.0
M	661	720	2	2.0
M	740	768	2	2.0
M	762	818	2	2.0
M	809	943	2	2.0
NA	54	1038	2	2.0
NA	55	109	2	2.0
NA	55	1215	2	2.0
NA	55	1309	2	2.0
NA	56	82	2	2.0
NA	56	1219	2	2.0
NA	56	1242	2	2.0
NA	63	1253	2	2.0
NA	78	1211	2	2.0
NA	78	1291	2	2.0
NA	79	1211	2	2.0
NA	79	1315	2	2.0
NA	80	109	2	2.0
NA	80	1195	2	2.0
NA	82	1203	2	2.0
NA	109	1211	2	2.0
NA	113	1237	2	2.0
NA	117	1253	2	2.0
NA	118	1200	2	2.0
NA	123	1244	2	2.0
NA	131	1227	2	2.0
NA	131	1237	2	2.0
NA	131	1245	2	2.0
NA	137	1075	2	2.0
NA	138	1302	2	2.0
NA	139	1226	2	2.0
NA	140	1190	2	2.0
NA	161	1211	2	2.0
NA	164	1289	2	2.0
NA	172	1161	2	2.0
NA	178	1255	2	2.0
NA	179	1256	2	2.0
NA	189	1253	2	2.0
NA	190	1141	2	2.0
NA	190	1216	2	2.0
NA	190	1245	2	2.0
NA	193	1245	2	2.0
NA	204	1256	2	2.0
NA	212	1211	2	2.0
NA	215	475	2	2.0
NA	229	1175	2	2.0
NA	242	1125	2	2.0
NA	245	1054	2	2.0
NA	248	1154	2	2.0
NA	250	1185	2	2.0
NA	267	1194	2	2.0
NA	269	1253	2	2.0
NA	270	1036	2	2.0
NA	297	1243	2	2.0
NA	370	882	2	2.0
NA	386	972	2	2.0
NA	466	737	2	2.0
NA	503	1089	2	2.0
NA	764	831	2	2.0
NA	829	980	2	2.0
NA	1049	1164	2	2.0
NA	1117	1278	2	2.0
NA	1119	1276	2	2.0
NA	1129	1275	2	2.0
NA	1138	1305	2	2.0
NA	1188	1244	2	2.0
NA	1199	1245	2	2.0
NA	1210	1245	2	2.0
NA	1347	1379	2	2.0
NP	75	1344	2	2.0
NP	155	1371	2	2.0
NP	165	1382	2	2.0
NP	166	1345	2	2.0
NP	195	1374	2	2.0
NP	207	1501	2	2.0
NP	228	991	2	2.0
NP	228	1277	2	2.0
NP	231	1298	2	2.0
NP	243	1210	2	2.0
NP	245	1225	2	2.0
NP	262	1210	2	2.0
NP	280	1202	2	2.0
NP	287	1395	2	2.0
NP	304	646	2	2.0
NP	320	1312	2	2.0
NP	344	672	2	2.0
NP	390	1531	2	2.0
NP	527	768	2	2.0
NP	540	861	2	2.0
NP	572	1397	2	2.0
NP	573	1315	2	2.0
NP	583	749	2	2.0
NP	672	850	2	2.0
NP	677	848	2	2.0
NP	704	891	2	2.0
NP	718	1275	2	2.0
NP	763	1034	2	2.0
NP	771	1314	2	2.0
NP	778	1009	2	2.0
NP	931	1095	2	2.0
NP	1063	1310	2	2.0
NP	1136	1535	2	2.0
NP	1288	1365	2	2.0
NP	1350	1396	2	2.0
NP	1457	1501	2	2.0
NS	26	776	2	2.0
NS	42	65	2	2.0
NS	52	718	2	2.0
NS	57	740	2	2.0
NS	59	727	2	2.0
NS	63	782	2	2.0
NS	66	735	2	2.0
NS	72	735	2	2.0
NS	72	736	2	2.0
NS	73	719	2	2.0
NS	73	726	2	2.0
NS	73	740	2	2.0
NS	78	101	2	2.0
NS	78	646	2	2.0
NS	78	784	2	2.0
NS	79	114	2	2.0
NS	79	555	2	2.0
NS	81	759	2	2.0
NS	89	767	2	2.0
NS	90	740	2	2.0
NS	92	743	2	2.0
NS	92	748	2	2.0
NS	92	782	2	2.0
NS	93	719	2	2.0
NS	95	727	2	2.0
NS	95	736	2	2.0
NS	95	741	2	2.0
NS	108	720	2	2.0
NS	125	807	2	2.0
NS	145	190	2	2.0
NS	145	808	2	2.0
NS	146	390	2	2.0
NS	155	653	2	2.0
NS	155	660	2	2.0
NS	155	700	2	2.0
NS	156	596	2	2.0
NS	156	614	2	2.0
NS	156	647	2	2.0
NS	156	842	2	2.0
NS	162	670	2	2.0
NS	173	816	2	2.0
NS	181	648	2	2.0
NS	182	670	2	2.0
NS	188	573	2	2.0
NS	189	310	2	2.0
NS	189	670	2	2.0
NS	195	644	2	2.0
NS	204	649	2	2.0
NS	218	669	2	2.0
NS	220	769	2	2.0
NS	221	538	2	2.0
NS	233	574	2	2.0
NS	234	489	2	2.0
NS	235	585	2	2.0
NS	257	495	2	2.0
NS	268	458	2	2.0
NS	270	400	2	2.0
NS	280	512	2	2.0
NS	292	342	2	2.0
NS	311	594	2	2.0
NS	384	656	2	2.0
NS	487	579	2	2.0
NS	591	655	2	2.0
NS	644	692	2	2.0
NS	645	670	2	2.0
NS	647	688	2	2.0
NS	655	694	2	2.0
NS	691	837	2	2.0
NS	726	776	2	2.0
NS	729	763	2	2.0
NS	730	807	2	2.0
NS	731	770	2	2.0
NS	775	808	2	2.0
NS	807	850	2	2.0
PA	42	1893	2	2.0
PA	45	72	2	2.0
PA	54	112	2	2.0
PA	56	92	2	2.0
PA	57	95	2	2.0
PA	60	98	2	2.0
PA	70	97	2	2.0
PA	72	1975	2	2.0
PA	73	105	2	2.0
PA	73	131	2	2.0
PA	75	1950	2	2.0
PA	76	1993	2	2.0
PA	80	105	2	2.0
PA	81	1964	2	2.0
PA	81	1971	2	2.0
PA	81	2060	2	2.0
PA	83	191	2	2.0
PA	83	1956	2	2.0
PA	83	1963	2	2.0
PA	83	1985	2	2.0
PA	83	2051	2	2.0
PA	84	138	2	2.0
PA	84	148	2	2.0
PA	84	1973	2	2.0
PA	84	2017	2	2.0
PA	86	1954	2	2.0
PA	88	2026	2	2.0
PA	92	1954	2	2.0
PA	92	1981	2	2.0
PA	93	183	2	2.0
PA	94	1973	2	2.0
PA	97	128	2	2.0
PA	101	2009	2	2.0
PA	104	135	2	2.0
PA	105	128	2	2.0
PA	111	164	2	2.0
PA	111	1953	2	2.0
PA	112	138	2	2.0
PA	113	1528	2	2.0
PA	113	1993	2	2.0
PA	119	1950	2	2.0
PA	126	210	2	2.0
PA	126	1980	2	2.0
PA	126	2038	2	2.0
PA	127	163	2	2.0
PA	127	218	2	2.0
PA	128	196	2	2.0
PA	129	165	2	2.0
PA	129	2060	2	2.0
PA	132	169	2	2.0
PA	132	243	2	2.0
PA	132	1934	2	2.0
PA	133	1697	2	2.0
PA	133	1719	2	2.0
PA	134	1842	2	2.0
PA	134	1890	2	2.0
PA	134	1921	2	2.0
PA	134	1985	2	2.0
PA	134	1986	2	2.0
PA	134	2046	2	2.0
PA	135	185	2	2.0
PA	135	192	2	2.0
PA	135	256	2	2.0
PA	135	1851	2	2.0
PA	135	1950	2	2.0
PA	135	1989	2	2.0
PA	135	2014	2	2.0
PA	136	172	2	2.0
PA	136	178	2	2.0
PA	136	1864	2	2.0
PA	136	1985	2	2.0
PA	138	2018	2	2.0
PA	142	1940	2	2.0
PA	146	176	2	2.0
PA	146	1941	2	2.0
PA	147	1969	2	2.0
PA	147	2017	2	2.0
PA	152	1924	2	2.0
PA	152	1956	2	2.0
PA	153	1945	2	2.0
PA	154	244	2	2.0
PA	154	1811	2	2.0
PA	154	1933	2	2.0
PA	155	1843	2	2.0
PA	155	1937	2	2.0
PA	155	1987	2	2.0
PA	156	1970	2	2.0
PA	159	1947	2	2.0
PA	160	192	2	2.0
PA	160	205	2	2.0
PA	160	1978	2	2.0
PA	160	1981	2	2.0
PA	160	2014	2	2.0
PA	161	197	2	2.0
PA	161	1828	2	2.0
PA	161	1829	2	2.0
PA	161	1953	2	2.0
PA	161	1958	2	2.0
PA	161	1976	2	2.0
PA	161	1977	2	2.0
PA	161	1994	2	2.0
PA	161	2007	2	2.0
PA	161	2023	2	2.0
PA	161	2038	2	2.0
PA	162	195	2	2.0
PA	163	193	2	2.0
PA	163	1968	2	2.0
PA	163	2028	2	2.0
PA	164	205	2	2.0
PA	164	1833	2	2.0
PA	164	1844	2	2.0
PA	164	1981	2	2.0
PA	168	192	2	2.0
PA	168	1937	2	2.0
PA	168	1978	2	2.0
PA	169	1935	2	2.0
PA	169	1945	2	2.0
PA	169	1972	2	2.0
PA	169	1986	2	2.0
PA	170	1954	2	2.0
PA	172	2056	2	2.0
PA	175	1986	2	2.0
PA	176	1978	2	2.0
PA	177	1972	2	2.0
PA	178	1956	2	2.0
PA	181	211	2	2.0
PA	181	1934	2	2.0
PA	181	2043	2	2.0
PA	184	1934	2	2.0
PA	184	1954	2	2.0
PA	184	1957	2	2.0
PA	185	1990	2	2.0
PA	186	212	2	2.0
PA	186	237	2	2.0
PA	186	246	2	2.0
PA	186	260	2	2.0
PA	186	1974	2	2.0
PA	186	1980	2	2.0
PA	187	235	2	2.0
PA	187	280	2	2.0
PA	187	1878	2	2.0
PA	187	1906	2	2.0
PA	187	1973	2	2.0
PA	188	1937	2	2.0
PA	188	1942	2	2.0
PA	188	1957	2	2.0
PA	189	1926	2	2.0
PA	189	1934	2	2.0
PA	189	1949	2	2.0
PA	189	2086	2	2.0
PA	192	340	2	2.0
PA	192	1949	2	2.0
PA	193	260	2	2.0
PA	193	1924	2	2.0
PA	193	1963	2	2.0
PA	194	1914	2	2.0
PA	194	1922	2	2.0
PA	194	1945	2	2.0
PA	194	1987	2	2.0
PA	195	2034	2	2.0
PA	197	1934	2	2.0
PA	198	1990	2	2.0
PA	202	1866	2	2.0
PA	203	229	2	2.0
PA	203	234	2	2.0
PA	203	1842	2	2.0
PA	203	1921	2	2.0
PA	203	1934	2	2.0
PA	203	1968	2	2.0
PA	203	1991	2	2.0
PA	204	238	2	2.0
PA	204	243	2	2.0
PA	204	314	2	2.0
PA	206	1892	2	2.0
PA	206	1905	2	2.0
PA	206	1935	2	2.0
PA	206	1941	2	2.0
PA	206	1970	2	2.0
PA	207	1829	2	2.0
PA	209	1913	2	2.0
PA	209	1935	2	2.0
PA	209	1945	2	2.0
PA	209	1952	2	2.0
PA	209	1972	2	2.0
PA	209	2071	2	2.0
PA	210	238	2	2.0
PA	210	274	2	2.0
PA	210	1865	2	2.0
PA	210	1949	2	2.0
PA	210	1971	2	2.0
PA	211	1891	2	2.0
PA	211	1965	2	2.0
PA	213	1872	2	2.0
PA	213	1912	2	2.0
PA	213	1926	2	2.0
PA	213	1942	2	2.0
PA	217	264	2	2.0
PA	217	1914	2	2.0
PA	217	1922	2	2.0
PA	217	1969	2	2.0
PA	217	2017	2	2.0
PA	218	1851	2	2.0
PA	218	1942	2	2.0
PA	219	1845	2	2.0
PA	222	2025	2	2.0
PA	225	1934	2	2.0
PA	226	1934	2	2.0
PA	226	2014	2	2.0
PA	227	1849	2	2.0
PA	227	1949	2	2.0
PA	228	1889	2	2.0
PA	228	1933	2	2.0
PA	229	2027	2	2.0
PA	231	256	2	2.0
PA	231	1870	2	2.0
PA	231	1942	2	2.0
PA	231	1949	2	2.0
PA	231	1975	2	2.0
PA	233	255	2	2.0
PA	233	1864	2	2.0
PA	233	1871	2	2.0
PA	233	1936	2	2.0
PA	234	1922	2	2.0
PA	234	1973	2	2.0
PA	236	1842	2	2.0
PA	236	1905	2	2.0
PA	236	1913	2	2.0
PA	236	1944	2	2.0
PA	236	1945	2	2.0
PA	237	1964	2	2.0
PA	237	2024	2	2.0
PA	238	1912	2	2.0
PA	238	2046	2	2.0
PA	240	262	2	2.0
PA	240	1838	2	2.0
PA	240	1850	2	2.0
PA	240	1928	2	2.0
PA	241	1842	2	2.0
PA	242	1942	2	2.0
PA	242	1954	2	2.0
PA	242	1964	2	2.0
PA	244	1957	2	2.0
PA	244	1983	2	2.0
PA	245	1842	2	2.0
PA	246	1865	2	2.0
PA	246	1934	2	2.0
PA	248	1903	2	2.0
PA	249	1717	2	2.0
PA	249	1859	2	2.0
PA	249	1936	2	2.0
PA	250	280	2	2.0
PA	250	317	2	2.0
PA	250	1715	2	2.0
PA	250	1904	2	2.0
PA	250	1905	2	2.0
PA	250	1906	2	2.0
PA	250	1913	2	2.0
PA	250	2072	2	2.0
PA	251	1844	2	2.0
PA	251	1942	2	2.0
PA	251	1957	2	2.0
PA	252	1194	2	2.0
PA	252	1813	2	2.0
PA	254	279	2	2.0
PA	254	352	2	2.0
PA	254	1806	2	2.0
PA	254	1905	2	2.0
PA	254	1944	2	2.0
PA	254	1968	2	2.0
PA	255	314	2	2.0
PA	255	351	2	2.0
PA	255	1844	2	2.0
PA	255	1851	2	2.0
PA	255	1934	2	2.0
PA	255	1942	2	2.0
PA	255	1957	2	2.0
PA	255	1964	2	2.0
PA	256	296	2	2.0
PA	256	1743	2	2.0
PA	256	1873	2	2.0
PA	257	1963	2	2.0
PA	259	1806	2	2.0
PA	259	1842	2	2.0
PA	260	1872	2	2.0
PA	260	1949	2	2.0
PA	261	1834	2	2.0
PA	261	1891	2	2.0
PA	262	1936	2	2.0
PA	267	1763	2	2.0
PA	267	1839	2	2.0
PA	268	1842	2	2.0
PA	269	1829	2	2.0
PA	269	1835	2	2.0
PA	269	1865	2	2.0
PA	272	1810	2	2.0
PA	272	1965	2	2.0
PA	274	1863	2	2.0
PA	274	1926	2	2.0
PA	276	1849	2	2.0
PA	276	1876	2	2.0
PA	276	1964	2	2.0
PA	277	1743	2	2.0
PA	277	1810	2	2.0
PA	277	1848	2	2.0
PA	277	1865	2	2.0
PA	278	1811	2	2.0
PA	278	1817	2	2.0
PA	278	1838	2	2.0
PA	278	1933	2	2.0
PA	278	1953	2	2.0
PA	278	1970	2	2.0
PA	279	306	2	2.0
PA	279	357	2	2.0
PA	279	1705	2	2.0
PA	279	1828	2	2.0
PA	279	1859	2	2.0
PA	281	1936	2	2.0
PA	283	313	2	2.0
PA	283	339	2	2.0
PA	283	1695	2	2.0
PA	283	1834	2	2.0
PA	283	1838	2	2.0
PA	283	1871	2	2.0
PA	283	1889	2	2.0
PA	283	1899	2	2.0
PA	283	1933	2	2.0
PA	284	1807	2	2.0
PA	284	1864	2	2.0
PA	284	1891	2	2.0
PA	284	1948	2	2.0
PA	285	1806	2	2.0
PA	285	1946	2	2.0
PA	286	1829	2	2.0
PA	286	1890	2	2.0
PA	286	1949	2	2.0
PA	287	1842	2	2.0
PA	288	1919	2	2.0
PA	289	1965	2	2.0
PA	290	1751	2	2.0
PA	290	1806	2	2.0
PA	290	2016	2	2.0
PA	291	366	2	2.0
PA	291	1805	2	2.0
PA	291	1839	2	2.0
PA	291	1942	2	2.0
PA	291	1949	2	2.0
PA	292	1861	2	2.0
PA	292	1965	2	2.0
PA	293	323	2	2.0
PA	293	1665	2	2.0
PA	293	1686	2	2.0
PA	293	1853	2	2.0
PA	293	1858	2	2.0
PA	293	1905	2	2.0
PA	293	1972	2	2.0
PA	294	340	2	2.0
PA	294	1841	2	2.0
PA	294	1844	2	2.0
PA	294	1851	2	2.0
PA	294	1964	2	2.0
PA	294	2039	2	2.0
PA	296	1829	2	2.0
PA	296	1837	2	2.0
PA	297	1851	2	2.0
PA	298	1865	2	2.0
PA	299	1843	2	2.0
PA	300	1758	2	2.0
PA	300	1858	2	2.0
PA	300	1880	2	2.0
PA	300	2016	2	2.0
PA	301	1835	2	2.0
PA	301	1847	2	2.0
PA	301	1870	2	2.0
PA	301	1934	2	2.0
PA	301	1949	2	2.0
PA	302	1714	2	2.0
PA	302	1809	2	2.0
PA	302	1877	2	2.0
PA	302	1943	2	2.0
PA	304	1869	2	2.0
PA	305	1843	2	2.0
PA	306	1877	2	2.0
PA	307	1842	2	2.0
PA	308	1942	2	2.0
PA	310	1800	2	2.0
PA	310	1829	2	2.0
PA	312	352	2	2.0
PA	312	1590	2	2.0
PA	312	1643	2	2.0
PA	312	1651	2	2.0
PA	312	1746	2	2.0
PA	312	1753	2	2.0
PA	312	1758	2	2.0
PA	312	1944	2	2.0
PA	313	411	2	2.0
PA	313	420	2	2.0
PA	313	1825	2	2.0
PA	313	1831	2	2.0
PA	313	1841	2	2.0
PA	313	1847	2	2.0
PA	313	1862	2	2.0
PA	313	1934	2	2.0
PA	313	1949	2	2.0
PA	314	341	2	2.0
PA	314	358	2	2.0
PA	314	1845	2	2.0
PA	315	1671	2	2.0
PA	315	1828	2	2.0
PA	315	1843	2	2.0
PA	316	1620	2	2.0
PA	319	1765	2	2.0
PA	321	1838	2	2.0
PA	322	1811	2	2.0
PA	328	2015	2	2.0
PA	330	2016	2	2.0
PA	332	366	2	2.0
PA	333	1850	2	2.0
PA	333	1874	2	2.0
PA	338	361	2	2.0
PA	338	1764	2	2.0
PA	338	1810	2	2.0
PA	339	1696	2	2.0
PA	339	1742	2	2.0
PA	339	1761	2	2.0
PA	339	1791	2	2.0
PA	339	1876	2	2.0
PA	339	1903	2	2.0
PA	342	1773	2	2.0
PA	343	1738	2	2.0
PA	344	1766	2	2.0
PA	347	1671	2	2.0
PA	347	1811	2	2.0
PA	347	1832	2	2.0
PA	347	1864	2	2.0
PA	348	1759	2	2.0
PA	349	1645	2	2.0
PA	349	1714	2	2.0
PA	349	1716	2	2.0
PA	349	1751	2	2.0
PA	349	1842	2	2.0
PA	350	1839	2	2.0
PA	351	1817	2	2.0
PA	351	1828	2	2.0
PA	352	1759	2	2.0
PA	352	1878	2	2.0
PA	356	1713	2	2.0
PA	356	1756	2	2.0
PA	356	1812	2	2.0
PA	356	1818	2	2.0
PA	356	1833	2	2.0
PA	357	415	2	2.0
PA	358	1841	2	2.0
PA	360	1743	2	2.0
PA	361	1738	2	2.0
PA	362	1812	2	2.0
PA	362	1865	2	2.0
PA	363	1806	2	2.0
PA	363	1819	2	2.0
PA	364	1796	2	2.0
PA	365	1766	2	2.0
PA	365	1841	2	2.0
PA	370	1797	2	2.0
PA	372	1810	2	2.0
PA	373	1282	2	2.0
PA	373	1672	2	2.0
PA	375	1648	2	2.0
PA	375	1811	2	2.0
PA	376	1710	2	2.0
PA	376	1751	2	2.0
PA	376	1810	2	2.0
PA	377	1806	2	2.0
PA	377	1863	2	2.0
PA	381	1712	2	2.0
PA	381	1724	2	2.0
PA	381	1838	2	2.0
PA	382	1747	2	2.0
PA	383	1727	2	2.0
PA	385	1310	2	2.0
PA	386	1728	2	2.0
PA	387	1704	2	2.0
PA	387	1752	2	2.0
PA	389	1845	2	2.0
PA	390	1704	2	2.0
PA	395	1714	2	2.0
PA	396	437	2	2.0
PA	396	1713	2	2.0
PA	396	1862	2	2.0
PA	398	1802	2	2.0
PA	399	705	2	2.0
PA	399	1836	2	2.0
PA	401	1728	2	2.0
PA	401	1765	2	2.0
PA	404	1742	2	2.0
PA	404	1954	2	2.0
PA	407	1714	2	2.0
PA	407	1746	2	2.0
PA	408	1537	2	2.0
PA	408	1641	2	2.0
PA	408	1829	2	2.0
PA	408	1839	2	2.0
PA	408	1949	2	2.0
PA	409	1764	2	2.0
PA	409	1772	2	2.0
PA	410	1696	2	2.0
PA	410	1742	2	2.0
PA	410	1766	2	2.0
PA	411	1665	2	2.0
PA	411	1733	2	2.0
PA	412	1710	2	2.0
PA	412	1716	2	2.0
PA	412	1759	2	2.0
PA	413	1689	2	2.0
PA	413	1756	2	2.0
PA	417	1656	2	2.0
PA	417	1683	2	2.0
PA	417	1828	2	2.0
PA	418	1715	2	2.0
PA	418	1751	2	2.0
PA	418	1754	2	2.0
PA	418	1759	2	2.0
PA	418	1773	2	2.0
PA	419	1721	2	2.0
PA	419	1810	2	2.0
PA	419	1860	2	2.0
PA	420	1746	2	2.0
PA	420	1757	2	2.0
PA	421	1745	2	2.0
PA	422	1742	2	2.0
PA	423	1747	2	2.0
PA	424	1728	2	2.0
PA	424	1739	2	2.0
PA	424	1753	2	2.0
PA	426	1701	2	2.0
PA	428	1743	2	2.0
PA	429	1554	2	2.0
PA	429	1714	2	2.0
PA	431	1736	2	2.0
PA	432	1337	2	2.0
PA	433	1675	2	2.0
PA	433	1748	2	2.0
PA	435	1714	2	2.0
PA	435	1772	2	2.0
PA	436	1657	2	2.0
PA	436	1662	2	2.0
PA	436	1730	2	2.0
PA	437	1757	2	2.0
PA	438	1725	2	2.0
PA	439	1692	2	2.0
PA	441	1671	2	2.0
PA	441	1712	2	2.0
PA	441	1734	2	2.0
PA	442	476	2	2.0
PA	442	1752	2	2.0
PA	443	1669	2	2.0
PA	443	1729	2	2.0
PA	443	1748	2	2.0
PA	444	1658	2	2.0
PA	444	1665	2	2.0
PA	445	1662	2	2.0
PA	448	1628	2	2.0
PA	448	1664	2	2.0
PA	448	1696	2	2.0
PA	448	1713	2	2.0
PA	450	1672	2	2.0
PA	450	1713	2	2.0
PA	454	1657	2	2.0
PA	454	1672	2	2.0
PA	454	1723	2	2.0
PA	455	1665	2	2.0
PA	457	1710	2	2.0
PA	458	1657	2	2.0
PA	458	1664	2	2.0
PA	458	1713	2	2.0
PA	460	1672	2	2.0
PA	461	1714	2	2.0
PA	466	1562	2	2.0
PA	472	1628	2	2.0
PA	472	1691	2	2.0
PA	472	1696	2	2.0
PA	474	1467	2	2.0
PA	474	1671	2	2.0
PA	474	1683	2	2.0
PA	474	1695	2	2.0
PA	477	1634	2	2.0
PA	477	1688	2	2.0
PA	479	1468	2	2.0
